slug,name,programming_kind,technical,load,overall,recommended_age_min,attention_demand,source,notes
single-leg-glute-bridge-iso-hold,"Single-Leg Glute Bridge Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
long-lever-hamstring-bridge-iso-hold,"Long-Lever Hamstring Bridge Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
nordic-hamstring-iso-hold,"Nordic Hamstring Iso Hold",exercise,7,1,7,6,moderate,reviewed,"Workout exercise — load 1/10, technical 7/10"
hip-flexor-march-iso-hold,"Hip Flexor March Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
standing-calf-raise-iso-hold,"Standing Calf Raise Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bent-knee-soleus-wall-sit-hold,"Bent-Knee Soleus Wall Sit Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tibialis-raise-iso-hold,"Tibialis Raise Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-ankle-dorsiflexion-iso-press,"Wall Ankle Dorsiflexion Iso Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
isometric-ankle-inversion-press,"Isometric Ankle Inversion Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
isometric-ankle-eversion-press,"Isometric Ankle Eversion Press",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
foot-tripod-single-leg-balance-hold,"Foot Tripod Single-Leg Balance Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
big-toe-press-iso-hold,"Big Toe Press Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
wall-drive-sprint-iso-hold,"Wall Drive Sprint Iso Hold",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
snapdown-landing-stick,"Snapdown Landing Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
push-up-bottom-iso-hold,"Push-Up Bottom Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
push-up-top-lockout-hold,"Push-Up Top Lockout Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
scapular-push-up-plus-iso-hold,"Scapular Push-Up Plus Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
wall-push-overcoming-iso,"Wall Push Overcoming Iso",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
isometric-doorframe-row,"Isometric Doorframe Row",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
ring-row-top-iso-hold,"Ring Row Top Iso Hold",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
active-hang-scapular-hold,"Active Hang Scapular Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-handstand-hold,"Wall Handstand Hold",skill_drill,4,1,4,,low,reviewed,"Skill drill — gates on class/athlete level (INTERMEDIATE)"
overhead-dumbbell-hold,"Overhead Dumbbell Hold",exercise,3,4,4,10,low,reviewed,"Workout exercise — load 4/10, technical 3/10"
farmer-hold,"Farmer Hold",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
front-rack-hold,"Front Rack Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
zercher-hold,"Zercher Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
isometric-mid-thigh-pull,"Isometric Mid-Thigh Pull",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
trap-bar-pin-pull-iso,"Trap Bar Pin Pull Iso",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
squat-pin-iso,"Squat Pin Iso",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bench-press-pin-iso,"Bench Press Pin Iso",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
split-stance-cable-pallof-iso-hold,"Split-Stance Cable Pallof Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
med-ball-squeeze-iso-hold,"Med Ball Squeeze Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bear-plank-shoulder-tap-iso-hold,"Bear Plank Shoulder Tap Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
walking-knee-hug-to-calf-raise,"Walking Knee Hug to Calf Raise",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
walking-quad-pull-with-overhead-reach,"Walking Quad Pull with Overhead Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
open-gate-close-gate-walk,"Open Gate / Close Gate Walk",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
dynamic-leg-swing-front-to-back,"Dynamic Leg Swing Front-to-Back",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
dynamic-leg-swing-lateral,"Dynamic Leg Swing Lateral",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
ankle-knee-to-wall-rocker,"Ankle Knee-to-Wall Rocker",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
down-dog-calf-pedal,"Down Dog Calf Pedal",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
short-foot-to-calf-raise-mobility-prep,"Short Foot to Calf Raise Mobility Prep",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
a-march-mobility-with-arm-sweep,"A-March Mobility with Arm Sweep",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
carioca-mobility-weave,"Carioca Mobility Weave",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
90-90-hip-switch,"90/90 Hip Switch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
shin-box-get-up-flow,"Shin Box Get-Up Flow",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
half-kneeling-hip-flexor-rockback-with-reach,"Half-Kneeling Hip Flexor Rockback with Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
worlds-greatest-stretch-with-rotation,"World's Greatest Stretch with Rotation",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
spiderman-lunge-hamstring-sweep,"Spiderman Lunge Hamstring Sweep",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
cossack-squat-pry,"Cossack Squat Pry",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
adductor-rockback-with-reach,"Adductor Rockback with Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
supported-hip-airplane,"Supported Hip Airplane",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
supine-active-straight-leg-raise-with-strap,"Supine Active Straight-Leg Raise with Strap",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
cat-cow-segmental-wave,"Cat-Cow Segmental Wave",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
quadruped-thread-the-needle-rotation,"Quadruped Thread-the-Needle Rotation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
open-book-rotation,"Open Book Rotation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tall-kneeling-thoracic-extension-to-rotation,"Tall-Kneeling Thoracic Extension to Rotation",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
foam-roller-t-spine-extension-reach,"Foam Roller T-Spine Extension Reach",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
childs-pose-lat-reach-rock,"Child's Pose Lat Reach Rock",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
standing-windmill-reach,"Standing Windmill Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
scorpion-reach-through,"Scorpion Reach-Through",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
neck-cars-with-tall-posture,"Neck CARs with Tall Posture",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
wall-cervical-rotation-chin-nod,"Wall Cervical Rotation + Chin Nod",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-slide-with-lift-off,"Wall Slide with Lift-Off",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
quadruped-scapular-protraction-retraction,"Quadruped Scapular Protraction-Retraction",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
prone-swimmer-hover,"Prone Swimmer Hover",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
dowel-shoulder-pass-through,"Dowel Shoulder Pass-Through",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
doorway-pec-mobilization-with-rotation,"Doorway Pec Mobilization with Rotation",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
bear-sit-shoulder-switch,"Bear Sit Shoulder Switch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
forearm-wall-slide-with-reach,"Forearm Wall Slide with Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
crab-reach-thoracic-bridge,"Crab Reach Thoracic Bridge",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
bench-t-spine-extension-mobilization,"Bench T-Spine Extension Mobilization",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
inchworm-to-worlds-greatest-stretch,"Inchworm to World's Greatest Stretch",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
lateral-lunge-to-rotational-reach-flow,"Lateral Lunge to Rotational Reach Flow",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
squat-to-stand-mobility-reach,"Squat-to-Stand with Reach",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
lunge-matrix-mobility-flow,"Lunge Matrix Mobility Flow",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
bear-crawl-rockback,"Bear Crawl Rockback",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
gorilla-squat-lateral-shift,"Gorilla Squat Lateral Shift",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
kang-squat-mobility-flow,"Kang Squat Mobility Flow",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
traveling-ape-reach,"Traveling Ape Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
ground-to-stand-mobility-flow,"Ground-to-Stand Mobility Flow",exercise,2,1,2,6,low,reviewed,"Workout exercise — load 1/10, technical 2/10"
cross-crawl-dead-bug,"Cross-Crawl Dead Bug",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
bear-crawl-contralateral-tap,"Bear Crawl Contralateral Tap",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
wall-drive-iso-hold,"Wall Drive Iso Hold",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
wall-drive-switch,"Wall Drive Switch",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
push-up-shoulder-tap-metronome,"Push-Up Shoulder Tap Metronome",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
plank-command-tap-matrix,"Plank Command Tap Matrix",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
mountain-climber-switch-freeze,"Mountain Climber Switch Freeze",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
a-march-linear,"A-March Linear",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
a-skip-snap-down,"A-Skip Snap Down",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
skipping-rhythm-change,"Skipping Rhythm Change",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
single-leg-balance-clock-reach,"Single-Leg Balance Clock Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
vestibular-head-turn-march,"Vestibular Head-Turn March",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-rdl-airplane,"Single-Leg RDL Airplane",exercise,6,1,6,6,moderate,reviewed,"Workout exercise — load 1/10, technical 6/10"
crawling-direction-call,"Crawling Direction Call",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
quadruped-cross-body-reach,"Quadruped Cross-Body Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
beam-walk-head-turn,"Beam Walk Head Turn",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
mirror-balance-reach,"Mirror Balance Reach",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
jump-rope-rhythm-switch,"Jump Rope Rhythm Switch",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-line-pogo-side-to-side,"Low Line Pogo Side-to-Side",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
split-stance-auditory-sprint-start,"Split-Stance Auditory Sprint Start",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
partner-point-reactive-sprint-start,"Partner Point Reactive Sprint Start",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
tennis-ball-drop-acceleration-chase,"Tennis Ball Drop Acceleration Chase",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
reactive-stick-drop-catch,"Reactive Stick Drop Catch",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
mirror-shuffle,"Mirror Shuffle",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
cone-color-call-cut,"Cone Color Call Cut",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
coach-point-step-reaction,"Coach Point Step Reaction",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
ball-drop-lateral-shuffle-catch,"Ball Drop Lateral Shuffle Catch",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
reactive-med-ball-target-pass,"Reactive Med Ball Target Pass",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
command-tap-and-go,"Command Tap and Go",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
ankling-pogo-hop,"Ankling Pogo Hop",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
single-leg-pogo-hold-stick,"Single-Leg Pogo Hold-Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
countermovement-jump-to-stick,"Countermovement Jump to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-box-drop-to-vertical-rebound,"Low Box Drop to Vertical Rebound",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
hop-hop-stick-multi-directional,"Hop-Hop-Stick Multi-Directional",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
mini-hurdle-wicket-rhythm-run,"Mini-Hurdle Wicket Rhythm Run",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
sprint-float-sprint-build-up,"Sprint-Float-Sprint Build-Up",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
falling-start-to-10-yards,"Falling Start to 10 Yards",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-shuffle-decel-stick,"Lateral Shuffle Decel Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
5-10-5-decel-stick,"5-10-5 Decel Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
drop-step-crossover-go,"Drop-Step Crossover Go",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
partner-mirror-tag-burst,"Partner Mirror Tag Burst",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
reactive-45-degree-cut,"Reactive 45-Degree Cut",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
reactive-med-ball-toss-and-relocate,"Reactive Med Ball Toss and Relocate",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
split-stance-crossover-chase,"Split-Stance Crossover Chase",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
low-level-reactive-agility-box,"Low-Level Reactive Agility Box",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
squat-jump-to-stick,"Squat Jump to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-hop-to-stick,"Lateral Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
single-leg-hop-to-stick,"Single-Leg Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
depth-drop-to-athletic-stick,"Depth Drop to Athletic Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
star-hop-to-stick,"Star Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
180-jump-to-stick,"180 Jump to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
skater-hop-to-stick,"Skater Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
ankle-pogo-in-place,"Ankle Pogo in Place",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
line-pogo-forward-back,"Line Pogo Forward-Back",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
line-pogo-side-to-side,"Line Pogo Side-to-Side",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
split-stance-pogo,"Split-Stance Pogo",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
single-leg-pogo-in-place,"Single-Leg Pogo in Place",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
jump-rope-bounce,"Jump Rope Bounce",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-cone-pogo-series,"Low Cone Pogo Series",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
fast-ankling-pogo-march,"Fast Ankling Pogo March",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
a-skip-pogo-rhythm,"A-Skip Pogo Rhythm",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
snap-down-to-pogo-rebound,"Snap Down to Pogo Rebound",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
tuck-jump-to-stick,"Tuck Jump to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-cone-hop-to-stick,"Low Cone Hop to Stick",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
repeated-vertical-jump,"Repeated Vertical Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
approach-vertical-jump,"Approach Vertical Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
kneeling-jump-to-stand,"Kneeling Jump to Stand",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
step-up-jump,"Step-Up Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
switch-step-up-jump,"Switch Step-Up Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
repeated-broad-jump,"Repeated Broad Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
bound-to-stick,"Bound to Stick",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
power-skip-for-distance,"Power Skip for Distance",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
three-hop-bound-series,"Three-Hop Bound Series",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
uphill-bound,"Uphill Bound",exercise,3,1,3,6,low,reviewed,"Workout exercise — load 1/10, technical 3/10"
drop-jump,"Drop Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
low-box-rebound-jump,"Low Box Rebound Jump",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
lateral-cone-hop-to-sprint,"Lateral Cone Hop to Sprint",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
45-degree-cut-bound-to-stick,"45-Degree Cut Bound to Stick",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
reactive-partner-mirror-hop,"Reactive Partner Mirror Hop",exercise,4,1,4,6,low,reviewed,"Workout exercise — load 1/10, technical 4/10"
incline-plyo-push-up,"Incline Plyo Push-Up",exercise,5,1,5,6,moderate,reviewed,"Workout exercise — load 1/10, technical 5/10"
medicine-ball-rotational-shot-put,"Medicine Ball Rotational Shot Put",exercise,3,2,3,7,low,reviewed,"Workout exercise — load 2/10, technical 3/10"
sandbag-bear-hug-squat-strength,"Sandbag Bear-Hug Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-front-loaded-squat-strength,"Sandbag Front-Loaded Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-zercher-squat-strength,"Sandbag Zercher Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-shoulder-loaded-squat-strength,"Sandbag Shoulder-Loaded Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-split-squat-strength,"Sandbag Split Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
front-foot-elevated-sandbag-split-squat-strength,"Front-Foot-Elevated Sandbag Split Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-reverse-lunge-strength,"Sandbag Reverse Lunge",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-lateral-lunge-strength,"Sandbag Lateral Lunge",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-step-up-strength,"Sandbag Step-Up",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-cossack-squat-strength,"Sandbag Cossack Squat",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-deadlift-strength,"Sandbag Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
sandbag-romanian-deadlift-strength,"Sandbag Romanian Deadlift",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
staggered-stance-sandbag-rdl-strength,"Staggered-Stance Sandbag RDL",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
sandbag-good-morning-strength,"Sandbag Good Morning",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
sandbag-hip-thrust-strength,"Sandbag Hip Thrust",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
sandbag-glute-bridge-strength,"Sandbag Glute Bridge",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-drag-through-strength,"Sandbag Drag-Through",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
heavy-sandbag-shouldering-strength,"Heavy Sandbag Shouldering",exercise,3,7,7,13,moderate,reviewed,"Workout exercise — load 7/10, technical 3/10"
sandbag-floor-press-strength,"Sandbag Floor Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-strict-overhead-press-strength,"Sandbag Strict Overhead Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
tall-kneeling-sandbag-overhead-press-strength,"Tall-Kneeling Sandbag Overhead Press",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-bent-over-row-strength,"Sandbag Bent-Over Row",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-bear-hug-carry-strength,"Sandbag Bear-Hug Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-zercher-carry-strength,"Sandbag Zercher Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-shoulder-carry-strength,"Sandbag Shoulder Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-suitcase-carry-strength,"Sandbag Suitcase Carry",exercise,5,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 5/10"
sandbag-front-rack-march-strength,"Sandbag Front-Rack March",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
sandbag-rotational-load-to-box-strength,"Sandbag Rotational Load to Box",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
sandbag-get-up-strength,"Sandbag Get-Up",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
sandbag-plank-drag-strength,"Sandbag Plank Drag",exercise,3,5,5,12,moderate,reviewed,"Workout exercise — load 5/10, technical 3/10"
heavy-sled-push-strength,"Heavy Sled Push",exercise,3,3,3,9,low,reviewed,"Workout exercise — load 3/10, technical 3/10"
heavy-sled-backward-drag-strength,"Heavy Sled Backward Drag",exercise,3,3,3,9,low,reviewed,"Workout exercise — load 3/10, technical 3/10"
heavy-sled-forward-harness-drag-strength,"Heavy Sled Forward Harness Drag",exercise,3,3,3,9,low,reviewed,"Workout exercise — load 3/10, technical 3/10"
heavy-sled-lateral-drag-strength,"Heavy Sled Lateral Drag",exercise,3,3,3,9,low,reviewed,"Workout exercise — load 3/10, technical 3/10"
heavy-sled-row-strength,"Heavy Sled Row",exercise,5,3,5,9,moderate,reviewed,"Workout exercise — load 3/10, technical 5/10"
